package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,LAA_method,FANOUT_method,CINT_method,CDISP_method,NOAM_type,NOM_type,ATFD_type,FANOUT_type,NOA_type,DIT_type,LOC_type,TCC_type,NOPA_type,CBO_type,WMC_type,WOC_type,AMW_type,NOC_package,NOM_package,NOM_project,LOC_project,isStatic_method,is_long methood
org.javacc.parser,Options,isOutputLanguageCpp,0,2,0,0,2,0,3,1,0,1,1,2,0,0,0,68,2,4,64,0,1007,0.04,1,2,136,0.52,2,78,561,1487,20861,1,0
org.javacc.parser,Options,isOutputLanguageJava,0,7,0,0,13,0,3,1,0,1,1,2,0,0,0,68,2,4,64,0,1007,0.04,1,2,136,0.52,2,78,561,1487,20861,1,0
org.javacc.jjtree,ASTOptionBinding,isSuppressed,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,6,0,2,2,2,46,0,0,2,8,1,1.33,36,350,1487,20861,0,0
org.javacc.parser,Options,isTokenManagerRequiresParserAccess,0,1,0,0,1,0,3,2,0,0,1,2,0,0,0,68,2,4,64,0,1007,0.04,1,2,136,0.52,2,78,561,1487,20861,1,0
org.javacc.parser,Options,isValidJavaTemplateType String,1,0,0,0,0,1,3,2,0,3,1,2,0,0,0,68,2,4,64,0,1007,0.04,1,2,136,0.52,2,78,561,1487,20861,1,0
org.javacc.parser,Options,isValidOutputLanguage String,1,0,0,0,0,1,3,2,0,3,1,2,0,0,0,68,2,4,64,0,1007,0.04,1,2,136,0.52,2,78,561,1487,20861,1,0
org.javacc.jjtree,ASTNodeDescriptor,isVoid,0,1,0,0,1,0,3,1,0,1,1,1,0,0,1,16,1,4,7,2,143,0.03,6,3,27,0.25,1.69,36,350,1487,20861,0,0
org.javacc.jjtree,NodeScope,isVoid,0,2,0,0,8,0,3,1,0,1,1,1,1,1,2,8,0,5,6,0,85,0.05,6,3,15,0,1.88,36,350,1487,20861,0,0
_ANONYMOUS_PACKAGE_,javacc,javacc,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,7,1,0,1,2,1,1,63,368,1487,20861,0,0
org.javacc.jjtree,JJTreeParser,javacc_input,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,1,0,36,350,1487,20861,0,0
org.javacc.parser,JavaCCParser,javacc_input,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,1,0,0,0,1,0,78,561,1487,20861,0,0
org.javacc.parser,JavaCCErrors,JavaCCErrors,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,14,12,12,3,0,94,0.36,0,6,20,1,1.43,78,561,1487,20861,0,0
_ANONYMOUS_PACKAGE_,JavaCCInterpreter,JavaCCInterpreter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,10,19,0,0,160,0.67,0,7,27,1,6.75,63,368,1487,20861,0,0
org.javacc.parser,JavaCCParser,JavaCCParser InputStream,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,1,0,0,0,1,0,78,561,1487,20861,0,0
org.javacc.parser,JavaCCParser,JavaCCParser Reader,1,4,0,0,4,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,1,0,0,0,1,0,78,561,1487,20861,0,0
org.javacc,JavaCCTestCase,JavaCCTestCase String,1,0,0,0,0,0,3,1,0,0,1,0,0,0,2,4,0,0,0,2,34,0,0,0,4,0,1,2,5,1487,20861,0,0
org.javacc,JavaCCTestCase,JavaCCTestCase,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,4,0,0,0,2,34,0,0,0,4,0,1,2,5,1487,20861,0,0
org.javacc.jjdoc,XTextGenerator,javacode JavaCodeProduction,1,0,0,0,0,0,5,1,0,0,1,0,0,0,0,23,5,6,3,1,193,0,0,5,26,0.95,1.13,2,155,1487,20861,0,0
org.javacc.jjdoc,TextGenerator,javacode JavaCodeProduction,1,0,0,0,0,0,5,1,0,1,1,3,0,0,0,26,3,7,1,0,251,0.09,0,4,33,1,1.27,2,155,1487,20861,0,0
org.javacc.jjdoc,HTMLGenerator,javacode JavaCodeProduction,1,0,0,0,0,0,5,1,0,1,1,3,0,0,0,23,6,6,2,1,171,0,0,5,35,1,1.52,2,155,1487,20861,0,0
org.javacc.jjdoc,Generator,javacode JavaCodeProduction,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,152,0,0,0,0,1,0,2,155,1487,20861,0,0
org.javacc.jjdoc,BNFGenerator,javacode JavaCodeProduction,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,28,5,5,4,0,126,0.02,0,4,39,1,1.39,2,155,1487,20861,0,0
org.javacc.parser,LookaheadCalc,javaCodeCheck,1,0,0,0,0,2,8,3,1,2,1,2,0,0,0,8,16,16,0,1,235,0.04,0,10,52,1,6.5,78,561,1487,20861,0,0
org.javacc.parser,ParseEngine,javaCodeCheck Expansion,1,0,10,8,0,8,50,17,10,14,0,9,4,1,0,25,42,79,15,0,1619,0.33,5,21,339,0.17,13.56,78,561,1487,20861,1,0
org.javacc.jjtree,JavaCodeGenerator,JavaCodeGenerator,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,24,53,0,1,454,0.04,0,18,79,1,3.29,36,350,1487,20861,0,0
_ANONYMOUS_PACKAGE_,Obfuscator,javaFile String,1,0,0,0,0,1,9,3,0,1,1,3,0,0,0,7,1,1,6,1,236,0.29,6,1,45,0.14,6.43,63,368,1487,20861,1,0
org.javacc.parser,Options,jdkVersionAtLeast double,1,0,0,0,0,0,6,1,1,0,1,2,0,0,0,68,2,4,64,0,1007,0.04,1,2,136,0.52,2,78,561,1487,20861,1,0
_ANONYMOUS_PACKAGE_,Parser,jj_consume_token int,1,0,0,0,0,1,13,3,1,1,1,2,0,0,0,19,0,10,13,0,245,0.14,4,4,50,0.75,2.63,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,Parser,jj_la1_init_0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,19,0,10,13,0,245,0.14,4,4,50,0.75,2.63,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,Parser,jj_ntk_f,0,0,0,0,0,1,6,2,0,1,1,1,0,0,0,19,0,10,13,0,245,0.14,4,4,50,0.75,2.63,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,ParserTokenManager,jjAddStates int int,2,0,0,0,0,1,5,2,0,0,1,0,0,0,0,17,4,14,23,0,249,0.01,7,3,36,0.25,2.12,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,ParserTokenManager,jjCheckNAdd int,1,0,0,0,0,1,7,2,0,0,1,0,0,0,0,17,4,14,23,0,249,0.01,7,3,36,0.25,2.12,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,ParserTokenManager,jjCheckNAddTwoStates int int,2,0,0,0,0,0,4,1,0,2,1,1,0,0,0,17,4,14,23,0,249,0.01,7,3,36,0.25,2.12,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,jjdoc,jjdoc,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,18,23,42,0,2,401,0,0,21,93,1,5.17,63,368,1487,20861,0,0
org.javacc.jjdoc,JJDocMain,JJDocMain,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,8,0,2,149,0,0,5,14,1,3.5,2,155,1487,20861,0,0
org.javacc.jjdoc,JJDocMainTest,JJDocMainTest String,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,6,0,1,0,3,48,0,0,1,6,1,1,2,155,1487,20861,0,0
org.javacc.jjdoc,JJDocOptions,JJDocOptions,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,8,0,0,0,1,73,0,0,0,8,1,1,2,155,1487,20861,0,0
_ANONYMOUS_PACKAGE_,ParserTokenManager,jjFillToken,0,0,4,1,0,1,22,2,7,3,0.33,6,5,0.2,0,17,4,14,23,0,249,0.01,7,3,36,0.25,2.12,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,ParserTokenManager,jjMoveStringLiteralDfa0_0,0,0,0,0,0,2,15,5,0,0,1,1,0,0,0,17,4,14,23,0,249,0.01,7,3,36,0.25,2.12,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,ParserTokenManager,jjStopAtPos int int,2,0,0,0,0,0,5,1,0,0,1,0,0,0,0,17,4,14,23,0,249,0.01,7,3,36,0.25,2.12,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,ASTMyOtherID,jjtAccept Object,2,0,0,0,0,0,3,1,0,2,1,1,0,0,1,5,0,0,1,1,32,0,0,0,5,0.67,1,63,368,1487,20861,0,0
org.javacc.jjtree,ASTOptions,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,3,0,1,0,2,15,1,0,1,3,1,1,36,350,1487,20861,0,0
org.javacc.jjtree,ASTOptionBinding,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,6,0,2,2,2,46,0,0,2,8,1,1.33,36,350,1487,20861,0,0
org.javacc.jjtree,ASTNodeDescriptorExpression,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,3,0,1,0,2,15,0,0,1,3,1,1,36,350,1487,20861,0,0
org.javacc.jjtree,ASTNodeDescriptor,jjtAccept JJTreeParserVisitor Object,2,2,0,0,2,0,3,1,0,2,1,1,1,1,1,16,1,4,7,2,143,0.03,6,3,27,0.25,1.69,36,350,1487,20861,0,0
org.javacc.jjtree,ASTLHS,jjtAccept JJTreeParserVisitor?visitor,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,2,0,1,0,2,10,1,0,1,2,1,1,36,350,1487,20861,0,0
org.javacc.jjtree,ASTJavacodeBody,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,2,0,1,1,2,12,1,1,1,2,0.5,1,36,350,1487,20861,0,0
org.javacc.jjtree,ASTJavacode,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,2,0,1,1,3,12,1,1,1,2,0.5,1,36,350,1487,20861,0,0
org.javacc.jjtree,ASTGrammar,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,3,0,9,0,2,24,0,0,5,5,1,1.67,36,350,1487,20861,0,0
org.javacc.jjtree,ASTExpansionNodeScope,jjtAccept JTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,2,0,1,2,2,15,1,2,1,2,0.33,1,36,350,1487,20861,0,0
org.javacc.jjtree,ASTCompilationUnit,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,2,0,1,0,2,11,1,0,1,2,1,1,36,350,1487,20861,0,0
org.javacc.jjtree,ASTBNFNodeScope,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,2,0,1,2,2,15,1,2,1,2,0.33,1,36,350,1487,20861,0,0
org.javacc.jjtree,ASTBNFDeclaration,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,2,0,1,1,2,12,1,1,1,2,0.5,1,36,350,1487,20861,0,0
org.javacc.jjtree,ASTBNFAction,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,3,0,1,0,2,29,0,0,1,8,1,2.67,36,350,1487,20861,0,0
org.javacc.jjtree,ASTProduction,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,3,1,1,4,2,28,0,2,1,4,0.33,1.33,36,350,1487,20861,0,0
org.javacc.jjtree,ASTBNF,jjtAccept JJTreeParserVisitor Object,2,0,0,0,0,0,3,1,0,2,1,1,1,1,0,3,1,1,1,3,21,0,1,1,3,0.67,1,36,350,1487,20861,0,0
org.javacc.jjtree,JJTreeNode,jjtAddChild Node int,2,0,0,0,0,0,4,1,0,2,1,2,0,0,6,13,3,6,4,1,135,0.02,0,4,32,0.25,2.46,36,350,1487,20861,0,0
org.javacc.jjtree,SimpleNode,jjtAddChild Node int,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,36,350,1487,20861,0,0
_ANONYMOUS_PACKAGE_,Node,jjtAddChild Node int,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,32,0,0,0,0,1,0,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,SimpleNode,jjtAddChild Node int,2,0,0,0,0,2,10,3,1,3,1,1,0,0,0,14,0,0,5,0,71,0,0,0,20,1,1.43,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,Node,jjtClose,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,32,0,0,0,0,1,0,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,SimpleNode,jjtClose,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,14,0,0,5,0,71,0,0,0,20,1,1.43,63,368,1487,20861,0,0
org.javacc.jjtree,JJTreeNode,jjtCreate int,1,0,0,0,0,0,3,1,0,1,1,1,0,0,6,13,3,6,4,1,135,0.02,0,4,32,0.25,2.46,36,350,1487,20861,1,0
org.javacc.jjtree,SimpleNode,jjtGetChild int,1,2,0,0,6,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,36,350,1487,20861,0,0
_ANONYMOUS_PACKAGE_,Node,jjtGetChild int,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,32,0,0,0,0,1,0,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,SimpleNode,jjtGetChild int,1,1,0,0,2,0,3,1,0,0,1,0,0,0,0,14,0,0,5,0,71,0,0,0,20,1,1.43,63,368,1487,20861,0,0
org.javacc.jjtree,Node,jjtGetNumChildren,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,36,350,1487,20861,0,0
org.javacc.jjtree,SimpleNode,jjtGetNumChildren,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,36,350,1487,20861,0,0
_ANONYMOUS_PACKAGE_,Node,jjtGetNumChildren,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,32,0,0,0,0,1,0,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,SimpleNode,jjtGetNumChildren,0,1,0,0,2,1,3,2,0,0,1,0,0,0,0,14,0,0,5,0,71,0,0,0,20,1,1.43,63,368,1487,20861,0,0
org.javacc.jjtree,Node,jjtGetParent,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,36,350,1487,20861,0,0
org.javacc.jjtree,SimpleNode,jjtGetParent,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,36,350,1487,20861,0,0
_ANONYMOUS_PACKAGE_,Node,jjtGetParent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,32,0,0,0,0,1,0,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,SimpleNode,jjtGetParent,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,14,0,0,5,0,71,0,0,0,20,1,1.43,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,SimpleNode,jjtGetValue,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,14,0,0,5,0,71,0,0,0,20,1,1.43,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,Node,jjtOpen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,32,0,0,0,0,1,0,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,SimpleNode,jjtOpen,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,14,0,0,5,0,71,0,0,0,20,1,1.43,63,368,1487,20861,0,0
org.javacc.jjtree,JJTree,JJTree,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5,6,29,1,0,188,0.17,0,11,11,1,2.2,36,350,1487,20861,0,0
_ANONYMOUS_PACKAGE_,jjtree,jjtree,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,6,29,1,0,188,0.17,0,11,11,1,2.2,63,368,1487,20861,0,0
org.javacc.jjtree,CPPNodeFiles,jjtreeASTCodeFile String,1,0,0,0,0,0,3,1,0,1,1,3,0,0,0,33,2,21,3,0,521,0.1,1,7,88,0.85,2.67,36,350,1487,20861,1,0
org.javacc.jjtree,CPPNodeFiles,jjtreeASTIncludeFile String,1,0,0,0,0,0,3,1,0,1,1,3,0,0,0,33,2,21,3,0,521,0.1,1,7,88,0.85,2.67,36,350,1487,20861,1,0
org.javacc.jjtree,CPPNodeFiles,jjtreeImplFile String,1,0,0,0,0,0,3,1,0,1,1,3,0,0,0,33,2,21,3,0,521,0.1,1,7,88,0.85,2.67,36,350,1487,20861,1,0
org.javacc.jjtree,CPPNodeFiles,jjtreeImplFile,0,0,1,1,0,0,3,1,0,1,0,3,0,0,0,33,2,21,3,0,521,0.1,1,7,88,0.85,2.67,36,350,1487,20861,1,0
org.javacc.jjtree,CPPNodeFiles,jjtreeIncludeFile String,1,0,0,0,0,0,3,1,0,1,1,3,0,0,0,33,2,21,3,0,521,0.1,1,7,88,0.85,2.67,36,350,1487,20861,1,0
org.javacc.jjtree,CPPNodeFiles,jjtreeIncludeFile,0,0,1,1,0,0,3,1,0,1,0,3,0,0,0,33,2,21,3,0,521,0.1,1,7,88,0.85,2.67,36,350,1487,20861,1,0
org.javacc.jjtree,JJTreeIOException,JJTreeIOException String,1,1,0,0,2,0,3,1,0,0,1,0,0,0,0,1,0,0,0,3,7,0,0,0,1,0,1,36,350,1487,20861,0,0
org.javacc.jjtree,JJTreeNode,JJTreeNode JJTreeParser int,2,0,0,0,0,0,3,1,0,0,1,0,0,0,6,13,3,6,4,1,135,0.02,0,4,32,0.25,2.46,36,350,1487,20861,0,0
org.javacc.jjtree,JJTreeNode,JJTreeNode int,1,0,0,0,0,0,3,1,0,0,1,0,0,0,6,13,3,6,4,1,135,0.02,0,4,32,0.25,2.46,36,350,1487,20861,0,0
org.javacc.jjtree,JJTreeOptions,JJTreeOptions,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,20,0,1,0,1,232,0,0,1,26,1,1.3,36,350,1487,20861,0,0
org.javacc.jjtree,JJTreeParser,JJTreeParser Reader,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,1,0,36,350,1487,20861,0,0
org.javacc.jjtree,JJTreeState,JJTreeState,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,0,9,0,0,210,0,0,5,19,0,3.8,36,350,1487,20861,0,0
_ANONYMOUS_PACKAGE_,Node,jjtSetParent Node,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,32,0,0,0,0,1,0,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,SimpleNode,jjtSetParent Node,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,14,0,0,5,0,71,0,0,0,20,1,1.43,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,SimpleNode,jjtSetValue Object,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,14,0,0,5,0,71,0,0,0,20,1,1.43,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,JavaGenerics,jriat,0,0,0,0,0,0,5,1,3,0,1,0,0,0,0,1,0,0,1,0,11,1,0,0,1,1,1,63,368,1487,20861,0,0
org.javacc.parser,KindInfo,KindInfo int,1,1,0,0,1,0,4,1,0,0,1,0,0,0,0,3,0,0,6,0,29,0,6,0,3,0.25,1,78,561,1487,20861,0,0
org.javacc.parser,LexGen,LexGen,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,17,65,66,49,1,1522,0.29,46,16,275,0.12,16.18,78,561,1487,20861,0,0
org.javacc.parser,LexGenCPP,LexGenCPP,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,14,40,44,0,2,1262,0.37,0,12,219,1,15.64,78,561,1487,20861,0,0
_ANONYMOUS_PACKAGE_,TokenMgrError,LexicalErr boolean int int int String,6,0,0,0,0,1,8,2,1,2,1,2,0,0,0,6,0,0,6,2,141,0,1,0,18,0.17,3,63,368,1487,20861,1,0
org.javacc.jjtree,TokenMgrException,LexicalError boolean int int int String char,6,0,0,0,0,1,7,2,0,2,1,2,0,0,0,6,0,0,6,3,141,0,1,0,19,0.17,3.17,36,350,1487,20861,1,0
_ANONYMOUS_PACKAGE_,MyLexer,LexicalError,0,0,0,0,0,0,5,1,0,0,1,3,0,0,0,2,0,0,0,1,18,1,0,0,2,0,1,63,368,1487,20861,0,0
org.javacc.parser,LookaheadWalk,listAppend List List,2,0,0,0,0,1,5,2,1,3,1,3,0,0,0,6,11,11,2,0,188,0.1,2,10,47,0.6,7.83,78,561,1487,20861,1,0
org.javacc.parser,LookaheadWalk,listSplit,4,0,0,0,0,3,12,4,2,6,1,3,0,0,0,6,11,11,2,0,188,0.1,2,10,47,0.6,7.83,78,561,1487,20861,1,0
org.javacc.parser,Lookahead,Lookahead,0,3,0,0,3,0,0,0,0,0,1,0,0,0,6,9,0,0,4,1,90,0,0,0,10,0.25,1.11,78,561,1487,20861,0,0
org.javacc.parser,LookaheadChecker,LookaheadChecker,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4,4,9,0,1,49,0,0,7,22,1,5.5,78,561,1487,20861,0,0
org.javacc.parser,LookaheadFixer,LookaheadFixer,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,17,17,0,1,58,0,0,7,11,1,3.67,78,561,1487,20861,0,0
org.javacc.parser,LookaheadWalk,LookaheadWalk,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,11,11,2,0,188,0.1,2,10,47,0.6,7.83,78,561,1487,20861,0,0
test,HelloWorld,main String,1,0,0,0,0,0,3,1,0,1,1,1,0,0,0,1,0,0,0,0,5,1,0,0,1,1,1,1,1,1487,20861,1,0
org.javacc.jjtree,Main,Main,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,2,0,0,11,1,0,1,2,1,1,36,350,1487,20861,1,0
package1,Main,main String,1,0,0,0,0,1,6,2,1,1,1,3,0,0,0,1,0,1,0,0,10,1,0,1,2,1,2,1,1,1487,20861,0,0
org.javacc.jjdoc,JJDocMain,main String,1,1,0,0,1,0,4,1,1,2,1,2,0,0,0,4,0,8,0,2,149,0,0,5,14,1,3.5,2,155,1487,20861,0,0
org.javacc.utils,OutputFileGenerator,main String,1,0,0,0,0,0,8,1,1,4,1,5,0,0,0,13,0,2,3,0,268,0.02,0,1,53,1,4.08,2,21,1487,20861,1,0
org.javacc.parser,Main,main String,1,1,0,0,1,0,4,1,1,2,1,2,0,0,0,9,4,49,1,0,292,0.36,1,17,46,0.75,5.11,78,561,1487,20861,1,0
org.javacc.parser,Main,Main,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,9,4,49,1,0,292,0.36,1,17,46,0.75,5.11,78,561,1487,20861,1,0
_ANONYMOUS_PACKAGE_,Parser,main String,1,0,0,0,0,0,5,1,1,3,1,3,0,0,0,19,0,10,13,0,245,0.14,4,4,50,0.75,2.63,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,jjtree,main String,1,0,0,0,0,0,3,1,0,1,1,1,0,0,0,5,6,29,1,0,188,0.17,0,11,11,1,2.2,63,368,1487,20861,0,0
_ANONYMOUS_PACKAGE_,jjdoc,main String,1,0,0,0,0,0,3,1,0,1,1,1,0,0,0,18,23,42,0,2,401,0,0,21,93,1,5.17,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,JavaCCInterpreter,main String,1,0,0,0,0,2,37,3,10,10,1,16,0,0,0,4,10,19,0,0,160,0.67,0,7,27,1,6.75,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,javacc,main String,1,0,0,0,0,0,3,1,0,1,1,1,0,0,0,2,0,1,0,0,7,1,0,1,2,1,1,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,Test,main String,1,0,0,0,0,1,9,2,2,3,1,6,0,0,0,1,0,0,0,0,13,1,0,0,2,1,2,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,SPL,main String,1,0,0,0,0,3,26,2,4,5,1,5,0,0,0,1,0,0,0,0,30,1,0,0,2,1,2,63,368,1487,20861,1,0
_ANONYMOUS_PACKAGE_,Main,main String,1,0,0,0,0,3,12,2,3,2,1,5,0,0,0,1,1,1,0,0,16,1,0,1,2,1,2,63,368,1487,20861,1,0
org.javacc.jjtree,JJTree,main String,1,1,1,1,1,4,105,8,9,12,0.88,42,9,0.22,0,5,6,29,1,0,188,0.17,0,11,11,1,2.2,36,350,1487,20861,1,1
org.javacc.jjtree,Main,main String,1,1,0,0,1,0,5,1,2,3,1,3,1,1,0,2,0,2,0,0,11,1,0,1,2,1,1,36,350,1487,20861,1,0
org.javacc.jjtree,JJDocMain,mainProgram String,1,1,0,0,2,3,85,11,7,7,1,25,0,0,0,4,0,8,0,2,149,0,0,5,14,1,3.5,36,350,1487,20861,1,1
org.javacc.parser,Main,mainProgram String,1,0,2,1,0,4,147,24,12,12,0,43,4,1,0,9,4,49,1,0,292,0.36,1,17,46,0.75,5.11,78,561,1487,20861,1,1
org.javacc.parser,JavaCCGlobals,makeToolNameList String,1,0,0,0,0,1,39,10,7,6,1,7,0,0,0,22,2,9,31,0,543,0.02,25,4,97,0.29,4.41,78,561,1487,20861,1,0
org.javacc.parser,JavaCCParserInternals,makeTryBlock Token Container Container,7,0,4,2,0,1,17,3,1,5,0,5,2,0.5,0,18,7,14,5,1,284,0.02,0,9,74,1,4.11,78,561,1487,20861,1,1
_ANONYMOUS_PACKAGE_,Globals,map String,1,0,0,0,0,1,17,3,3,6,1,6,0,0,0,1,0,0,8,0,44,1,8,0,3,0,3,63,368,1487,20861,1,0
org.javacc.parser,MatchInfo,MatchInfo String int MatchType  int String,5,1,0,0,1,0,7,1,0,0,1,0,0,0,0,1,0,0,5,0,21,0,5,0,1,0,1,78,561,1487,20861,0,0
org.javacc.parser,LexGen,MaxChar long,1,0,0,0,0,2,7,3,1,0,1,0,0,0,0,17,65,66,49,1,1522,0.29,46,16,275,0.12,16.18,78,561,1487,20861,1,0
org.javacc.jjtree,NodeFiles,mergeVisitorException,0,0,0,0,0,1,7,2,1,1,1,2,0,0,0,14,4,23,2,0,318,0.04,1,6,43,0,3.07,36,350,1487,20861,1,0
org.javacc.parser,MetaParseException,MetaParseException,0,5,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,7,0,0,0,0,0,0,78,561,1487,20861,0,0
org.javacc.parser,ParseEngine,minimumSize Expansion,1,0,0,0,0,0,3,1,0,2,1,1,0,0,0,25,42,79,15,0,1619,0.33,5,21,339,0.17,13.56,78,561,1487,20861,0,0
org.javacc.parser,ParseEngine,minimumSize Expansion int ,2,0,5,4,0,10,65,20,16,16,0,8,3,1,0,25,42,79,15,0,1619,0.33,5,21,339,0.17,13.56,78,561,1487,20861,0,1
_ANONYMOUS_PACKAGE_,ParserTokenManager,MoreLexicalActions,0,0,0,0,0,1,8,1,0,0,1,0,0,0,0,17,4,14,23,0,249,0.01,7,3,36,0.25,2.12,63,368,1487,20861,1,0
