ALD,ATFD,CALIN,CC,CCL,CDISP,CEXT,CINT,CM,CYCLO,FANIN,FANOUT,FANOUTCLASS,FDP,LAA,LOC,MAXNESTING,NOAV,NOEU,NOLV,NOP,is_brain
2,0,0,0,2,1,1,1,0,2,0,1,1,0,1,6,1,1,0,0,0,FALSE
1,0,0,2,3,0,0,0,2,2,2,2,2,0,1,8,1,1,2,0,0,FALSE
0,0,0,4,1,0,0,0,6,1,6,0,0,0,1,3,0,1,6,0,0,FALSE
0,0,1,0,5,0,0,0,0,1,0,4,2,0,1,12,2,1,0,2,0,FALSE
0,0,1,0,2,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,FALSE
1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,1,1,0,0,FALSE
1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,1,1,0,0,FALSE
0,0,1,0,2,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,FALSE
1,0,0,0,3,0,0,0,0,2,0,2,1,0,1,8,1,1,0,0,0,FALSE
1,0,0,0,3,0,0,0,0,2,0,2,1,0,1,8,1,1,0,0,0,FALSE
1,0,0,0,3,0,0,0,0,2,0,2,1,0,1,8,1,1,0,0,0,FALSE
1,0,0,0,3,0,0,0,0,2,0,2,1,0,1,9,1,1,0,0,0,FALSE
1,0,0,0,3,0,0,0,0,2,0,2,1,0,1,8,1,1,0,0,0,FALSE
1,0,0,0,3,0,0,0,0,2,0,2,1,0,1,6,1,1,0,0,0,FALSE
2,0,0,1,4,1,1,1,1,3,1,4,3,0,1,7,1,1,1,0,0,FALSE
3,0,1,0,3,1,1,1,0,4,0,5,3,0,1,15,3,1,0,1,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
3,0,0,0,4,0.25,1,4,0,1,0,8,2,0,1,16,0,8,0,3,0,FALSE
1,0,0,0,7,0,0,0,0,1,0,2,2,0,1,5,0,2,0,1,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
0,0,0,1,4,0,0,0,1,1,1,1,1,0,1,4,0,2,1,1,0,FALSE
20,0,0,0,2,0,0,0,0,29,0,9,2,0,1,113,5,31,0,4,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
8,0,1,0,3,0.25,1,4,0,12,1,11,5,0,1,75,6,18,0,12,0,FALSE
7,0,0,0,4,0,0,0,0,8,0,12,3,0,1,62,3,15,0,6,0,FALSE
8,0,0,0,4,0.2,1,5,0,2,0,11,3,0,1,28,1,11,0,4,0,FALSE
2,0,0,0,6,1,1,1,0,1,0,3,2,0,1,11,0,3,0,1,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,1,1,0,0,FALSE
1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,1,1,0,0,FALSE
6,0,0,0,4,0.25,1,4,0,1,0,5,2,0,1,16,0,8,0,2,0,FALSE
9,3,1,0,9,0.5,3,6,0,7,0,16,9,1,0.75,73,4,17,0,6,0,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,1,1,0,0,FALSE
3,0,0,0,4,1,1,1,0,1,0,2,2,0,1,11,0,4,0,1,0,FALSE
4,3,1,0,5,0.57,4,7,0,2,0,9,5,2,0.57,27,1,7,0,4,0,FALSE
3,1,0,0,10,0.25,1,4,0,3,0,8,4,1,0.75,31,2,9,0,5,0,FALSE
1,0,0,0,5,0,0,0,0,1,0,2,2,0,1,5,0,2,0,1,0,FALSE
10,1,0,0,10,0.25,2,8,0,9,0,16,6,1,0.91,56,3,15,0,7,0,FALSE
10,0,0,0,4,0.2,1,5,0,1,0,6,2,0,1,28,0,13,0,3,0,FALSE
1,0,0,0,5,0,0,0,0,1,0,5,3,0,1,12,0,2,0,1,0,FALSE
4,0,0,0,4,0.5,1,2,0,1,0,3,2,0,1,12,0,5,0,1,0,FALSE
1,0,0,0,5,0,0,0,0,1,0,5,4,0,1,13,0,2,0,1,0,FALSE
1,0,0,0,3,0,0,0,0,2,2,2,1,0,1,6,1,1,0,0,0,FALSE
5,0,1,1,5,1,2,2,1,8,1,11,9,0,1,27,4,4,1,4,0,FALSE
12,0,1,1,2,0,0,0,1,9,2,9,3,0,1,50,5,7,1,6,0,TRUE
1,0,0,0,9,0,0,0,0,5,0,12,7,0,1,27,2,5,0,5,0,FALSE
5,0,0,0,4,0.2,1,5,0,1,0,7,2,0,1,20,0,7,0,2,0,FALSE
3,0,0,0,6,0.5,1,2,0,1,0,4,2,0,1,12,0,4,0,1,0,FALSE
1,0,0,0,3,0,0,0,0,2,0,2,1,0,1,7,1,1,0,0,0,FALSE
2,0,0,0,3,0,0,0,0,2,0,3,1,0,1,7,1,1,0,0,0,FALSE
2,0,0,0,6,0.5,1,2,0,1,0,5,2,0,1,18,0,3,0,1,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,FALSE
4,0,0,0,7,0,0,0,0,9,0,10,4,0,1,41,4,5,0,2,0,FALSE
2,0,1,0,3,0,0,0,0,2,1,2,2,0,1,8,1,4,0,0,0,FALSE
2,0,1,0,3,0,0,0,0,2,2,2,2,0,1,8,1,4,0,0,0,FALSE
2,0,1,0,3,0,0,0,0,2,0,2,2,0,1,8,1,4,0,0,0,FALSE
2,0,1,0,3,0,0,0,0,2,1,2,2,0,1,8,1,4,0,0,0,FALSE
5,0,1,0,3,0,0,0,0,3,0,2,2,0,1,9,1,7,0,0,0,FALSE
3,0,4,0,3,0,0,0,0,7,6,8,3,0,1,33,2,11,0,6,0,FALSE
0,0,0,0,9,0,0,0,0,1,0,1,1,0,1,3,0,1,0,0,0,FALSE
0,0,0,0,9,0,0,0,0,1,1,1,1,0,1,3,0,1,0,0,0,FALSE
0,0,0,0,9,0,0,0,0,1,0,1,1,0,1,3,0,1,0,0,0,FALSE
6,0,1,0,5,1,1,1,0,2,0,5,4,0,1,12,1,9,0,1,0,FALSE
21,0,2,0,3,0,0,0,0,20,0,12,6,0,1,61,3,14,0,5,0,FALSE
3,0,1,0,5,1,1,1,0,2,0,3,3,0,1,9,1,4,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
8,0,1,0,3,0,0,0,0,11,0,5,4,0,1,52,3,10,0,2,0,FALSE
8,0,1,0,3,0,0,0,0,9,0,4,3,0,1,44,2,8,0,2,0,FALSE
2,0,0,0,5,1,1,1,0,1,0,1,1,0,1,4,0,2,0,0,0,FALSE
0,0,0,4,1,0,0,0,9,1,9,0,0,0,1,2,0,0,9,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
2,0,0,2,1,0,0,0,2,1,2,0,0,0,1,4,0,3,2,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,2,0,0,0,0,1,1,1,0,0,1,3,0,1,0,0,0,FALSE
0,0,0,2,1,0,0,0,2,1,2,0,0,0,1,1,0,0,2,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,3,0,1,0,0,0,FALSE
4,0,0,0,1,0,0,0,0,2,0,2,2,0,1,9,1,5,0,1,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
1,0,0,0,3,1,1,1,0,2,0,1,1,0,1,3,1,1,0,0,0,FALSE
0,0,0,3,1,0,0,0,3,1,3,0,0,0,1,1,0,0,3,0,0,FALSE
1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,0,FALSE
0,0,0,3,1,0,0,0,7,1,8,1,1,0,1,3,0,0,7,0,0,FALSE
0,0,1,0,4,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,FALSE
1,0,0,0,2,1,1,1,0,2,0,1,1,0,1,3,1,1,0,0,0,FALSE
1,1,0,0,2,1,1,1,0,1,0,1,1,1,0.5,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,6,1,2,0,0,0,FALSE
2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,6,1,2,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,1,0,0,2,1,1,1,0,1,0,1,1,1,0.5,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,1,0,0,2,1,1,1,0,1,0,1,1,1,0.5,3,0,1,0,0,0,FALSE
1,1,0,0,2,1,1,1,0,1,0,1,1,1,0.5,3,0,1,0,0,0,FALSE
1,0,0,0,2,1,1,1,0,1,0,1,1,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,3,0,0,1,0,0,FALSE
1,0,0,0,3,0,0,0,0,1,0,1,1,0,1,4,0,1,0,0,0,FALSE
0,0,0,2,1,0,0,0,3,1,3,0,0,0,1,3,0,1,3,0,0,FALSE
1,0,0,9,1,0,0,0,16,1,16,0,0,0,1,3,0,1,16,0,0,FALSE
1,0,0,9,1,0,0,0,16,1,16,0,0,0,1,3,0,1,16,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,8,1,0,0,0,15,1,15,0,0,0,1,3,0,1,15,0,0,FALSE
1,0,0,9,1,0,0,0,16,1,16,0,0,0,1,3,0,1,16,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,FALSE
3,0,0,0,4,0,0,0,0,3,0,1,1,0,1,11,1,2,0,1,0,FALSE
3,0,0,0,5,0,0,0,0,3,0,1,1,0,1,10,1,2,0,1,0,FALSE
3,0,0,0,6,0,0,0,0,3,0,1,1,0,1,10,1,2,0,1,0,FALSE
3,0,0,0,6,0,0,0,0,3,0,1,1,0,1,10,1,2,0,1,0,FALSE
3,0,0,0,7,0,0,0,0,3,0,1,1,0,1,9,1,2,0,1,0,FALSE
6,0,0,0,6,0,0,0,0,7,0,3,1,0,1,42,2,4,0,3,0,FALSE
5,0,0,0,5,0,0,0,0,6,0,3,1,0,1,33,2,3,0,2,0,FALSE
0,0,0,4,1,0,0,0,6,0,7,0,0,0,1,0,0,0,7,0,0,FALSE
0,0,0,3,1,0,0,0,5,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,5,1,0,0,0,9,0,10,0,0,0,1,0,0,0,10,0,0,FALSE
0,0,0,9,1,0,0,0,13,0,14,0,0,0,1,0,0,0,14,0,0,FALSE
0,0,0,6,1,0,0,0,10,0,11,0,0,0,1,0,0,0,11,0,0,FALSE
0,0,0,5,1,0,0,0,8,0,9,0,0,0,1,0,0,0,9,0,0,FALSE
0,0,0,2,1,0,0,0,4,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,3,1,0,0,0,3,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
4,0,0,4,2,0,0,0,10,1,10,1,0,0,1,7,0,4,10,0,0,TRUE
4,0,0,5,1,0,0,0,8,1,8,0,0,0,1,6,0,4,8,0,0,FALSE
0,0,1,1,3,0,0,0,1,1,1,1,1,0,1,3,0,0,1,0,0,FALSE
4,0,0,0,1,0,0,0,0,4,0,1,1,0,1,7,2,3,0,0,0,FALSE
8,0,1,2,1,0,0,0,2,8,2,4,1,0,1,31,2,6,2,2,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,26,1,0,0,0,35,0,35,0,0,0,1,0,0,0,35,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,5,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
1,0,0,10,1,0,0,0,14,2,16,0,0,0,1,3,1,1,15,0,0,FALSE
0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,FALSE
0,0,0,7,1,0,0,0,10,0,10,0,0,0,1,0,0,0,10,0,0,FALSE
0,0,0,7,1,0,0,0,11,0,11,0,0,0,1,0,0,0,11,0,0,FALSE
0,0,0,3,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,3,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,FALSE
3,0,0,2,1,0,0,0,2,1,2,0,0,0,1,5,0,3,2,0,0,FALSE
4,0,1,18,1,0,0,0,32,2,32,1,1,0,1,3,1,3,32,0,0,FALSE
0,0,0,13,1,0,0,0,24,0,25,0,0,0,1,0,0,0,25,0,0,FALSE
0,0,0,12,1,0,0,0,29,0,30,0,0,0,1,0,0,0,30,0,0,FALSE
0,0,0,12,1,0,0,0,25,0,26,0,0,0,1,0,0,0,26,0,0,FALSE
0,0,0,11,1,0,0,0,25,0,26,0,0,0,1,0,0,0,26,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,18,1,0,0,0,35,0,37,0,0,0,1,0,0,0,37,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,12,1,0,0,0,25,0,26,0,0,0,1,0,0,0,26,0,0,FALSE
0,0,0,6,1,0,0,0,8,0,18,0,0,0,1,0,0,0,18,0,0,FALSE
0,0,0,6,1,0,0,0,7,0,8,0,0,0,1,0,0,0,8,0,0,FALSE
0,0,0,3,1,0,0,0,5,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,21,1,0,0,0,66,0,66,0,0,0,1,0,0,0,66,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,6,1,0,0,0,10,0,10,0,0,0,1,0,0,0,10,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,5,1,0,0,0,11,0,11,0,0,0,1,0,0,0,11,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,3,1,0,0,0,8,0,8,0,0,0,1,0,0,0,8,0,0,FALSE
0,0,0,2,1,0,0,0,3,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,3,1,0,0,0,3,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,4,1,0,0,0,14,0,14,0,0,0,1,0,0,0,14,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,7,1,0,0,0,11,0,14,0,0,0,1,0,0,0,14,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,8,1,0,0,0,9,0,11,0,0,0,1,0,0,0,11,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,2,1,0,0,0,17,0,18,0,0,0,1,0,0,0,18,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,2,1,0,0,0,17,0,17,0,0,0,1,0,0,0,17,0,0,FALSE
0,0,0,1,1,0,0,0,16,0,16,0,0,0,1,0,0,0,16,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,4,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,2,1,0,0,0,8,0,8,0,0,0,1,0,0,0,8,0,0,FALSE
0,0,0,1,1,0,0,0,7,0,7,0,0,0,1,0,0,0,7,0,0,FALSE
0,0,0,10,1,0,0,0,45,0,45,0,0,0,1,0,0,0,45,0,0,FALSE
0,0,0,5,1,0,0,0,16,0,16,0,0,0,1,0,0,0,16,0,0,FALSE
0,0,0,2,1,0,0,0,3,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,2,1,0,0,0,9,0,9,0,0,0,1,0,0,0,9,0,0,FALSE
0,0,0,3,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,FALSE
0,0,0,3,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,2,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,FALSE
0,0,0,2,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,1,1,0,0,0,5,0,5,0,0,0,1,0,0,0,5,0,0,FALSE
0,0,0,4,1,0,0,0,10,0,10,0,0,0,1,0,0,0,10,0,0,FALSE
0,0,0,2,1,0,0,0,6,0,6,0,0,0,1,0,0,0,6,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,5,1,0,0,0,17,0,17,0,0,0,1,0,0,0,17,0,0,FALSE
0,0,0,2,1,0,0,0,10,0,10,0,0,0,1,0,0,0,10,0,0,FALSE
0,0,0,2,1,0,0,0,11,0,11,0,0,0,1,0,0,0,11,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,5,1,0,0,0,20,0,20,0,0,0,1,0,0,0,20,0,0,FALSE
0,0,0,2,1,0,0,0,7,0,8,0,0,0,1,0,0,0,8,0,0,FALSE
0,0,0,28,1,0,0,0,67,0,78,0,0,0,1,0,0,0,78,0,0,FALSE
0,0,0,16,1,0,0,0,42,0,50,0,0,0,1,0,0,0,50,0,0,FALSE
0,0,0,1,1,0,0,0,2,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,1,1,0,0,0,2,0,3,0,0,0,1,0,0,0,3,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
