Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,Partner,PaymentMethod,PhoneService,SeniorCitizen,TVProgram,TotalCharges,gender,tenure,Label
One year,No,Yes,DSL,50.05,No phone service,No,Electronic check,No,0,Yes,1523.4,Male,31,No
Month-to-month,No,No,Fiber optic,21.72774631,Yes,No,Electronic check,Yes,0,No,927.8582588,Female,44,Yes
Month-to-month,No,No,DSL,29.15,No phone service,No,Mailed check,No,0,No,29.15,Male,1,No
Month-to-month,No,No,DSL,51.3,No,No,Mailed check,Yes,1,No,419.35,Female,7,No
Month-to-month,Yes,No internet service,No,25.4,Yes,No,Mailed check,Yes,0,No internet service,25.4,Female,1,No
One year,Yes,No,DSL,69.2,Yes,Yes,Electronic check,Yes,1,Yes,4982.5,Female,71,No
Month-to-month,No,No,Fiber optic,83.01438469,No,No,Electronic check,Yes,0,No,358.1503669,Male,4,Yes
Month-to-month,No,No,Fiber optic,71.11334218,No,No,Electronic check,Yes,0,No,71.11334218,Female,1,Yes
Month-to-month,No,Yes,DSL,68.25,No,No,Bank transfer (automatic),Yes,0,No,576.95,Male,9,No
Month-to-month,No,Yes,Fiber optic,100.2771168,Yes,Yes,Electronic check,Yes,0,Yes,4391.121428,Male,44,No
Month-to-month,No,No,Fiber optic,70.1,No,No,Electronic check,Yes,0,No,70.1,Female,1,No
Month-to-month,No,No,Fiber optic,73.1,Yes,No,Electronic check,Yes,0,No,4144.9,Female,55,No
Two year,Yes,No internet service,No,24.95,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1468.9,Female,56,No
One year,No,Yes,Fiber optic,103.8993822,Yes,Yes,Electronic check,Yes,0,Yes,7287.639777,Male,69,Yes
Month-to-month,No,No,Fiber optic,101.4,Yes,No,Electronic check,Yes,0,Yes,4528,Male,43,Yes
Two year,Yes,Yes,DSL,81,No,Yes,Mailed check,Yes,0,Yes,3846.35,Male,46,No
Month-to-month,No,No,Fiber optic,74.95,Yes,No,Electronic check,Yes,0,No,74.95,Male,1,Yes
Month-to-month,No,No,Fiber optic,57.27543138,No,No,Electronic check,Yes,0,No,201.0670011,Male,3,No
Month-to-month,No,No,Fiber optic,50.14995756,No,No,Electronic check,Yes,0,No,675.2953635,Female,20,Yes
One year,Yes,Yes,DSL,58.45,No,Yes,Mailed check,Yes,0,No,1955.4,Female,33,No
Two year,Yes,No,DSL,58.2,No,Yes,Credit card (automatic),Yes,0,No,3810.8,Female,66,No
Month-to-month,No,No,Fiber optic,95.24561144,No,No,Electronic check,Yes,0,No,453.0258396,Female,5,Yes
One year,Yes,No,Fiber optic,78.95,No,Yes,Bank transfer (automatic),Yes,0,No,2034.25,Male,26,No
Month-to-month,No,No,Fiber optic,79.75776114,No,No,Electronic check,Yes,0,No,79.75776114,Male,1,No
Month-to-month,No,Yes,Fiber optic,92.1,No,No,Electronic check,Yes,1,Yes,729.95,Female,8,Yes
Two year,Yes,No internet service,No,24.4,Yes,No,Mailed check,Yes,0,No internet service,1413,Male,62,No
Month-to-month,No,No,Fiber optic,74.55,No,No,Electronic check,Yes,0,No,233.65,Female,3,No
Month-to-month,No,No,Fiber optic,57.07701186,Yes,No,Electronic check,Yes,0,No,1113.553876,Female,19,Yes
Month-to-month,No,No,Fiber optic,94.75888793,Yes,Yes,Electronic check,Yes,0,Yes,2512.681111,Male,27,Yes
Month-to-month,No,No,Fiber optic,80.38393831,Yes,No,Electronic check,Yes,0,Yes,1670.130312,Male,20,Yes
Two year,Yes,No internet service,No,19.55,No,Yes,Mailed check,Yes,0,No internet service,265.3,Female,13,No
One year,Yes,No internet service,No,19.7,No,Yes,Bank transfer (automatic),Yes,0,No internet service,395.6,Female,20,No
Month-to-month,No,No,DSL,55.7,Yes,No,Mailed check,Yes,0,No,899.8,Female,15,Yes
Two year,No,Yes,DSL,87.95,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6365.35,Female,71,No
One year,No,No internet service,No,19.8,No,Yes,Credit card (automatic),Yes,0,No internet service,576.65,Male,30,No
Two year,No,Yes,DSL,72,No,Yes,Credit card (automatic),Yes,0,Yes,4284.2,Female,62,No
Month-to-month,No,Yes,Fiber optic,90.8,Yes,Yes,Electronic check,Yes,1,Yes,1951,Female,20,Yes
Two year,No,No internet service,No,24.45,Yes,No,Electronic check,Yes,0,No internet service,1493.1,Female,59,No
Month-to-month,No,Yes,Fiber optic,86.53893383,Yes,Yes,Electronic check,Yes,0,Yes,4278.679601,Male,48,Yes
Month-to-month,No,Yes,Fiber optic,76.45,No,No,Electronic check,Yes,0,No,1117.55,Male,14,No
One year,No,Yes,Fiber optic,105.9,Yes,No,Electronic check,Yes,1,Yes,7521.95,Female,71,No
Month-to-month,No,No,Fiber optic,39.08529909,No,No,Electronic check,Yes,0,No,301.4229893,Female,9,Yes
Month-to-month,Yes,No,DSL,81,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,1923.85,Male,24,No
Month-to-month,No,No internet service,No,19.63863483,No,No,Mailed check,Yes,0,No internet service,40.34130702,Male,1,No
One year,Yes,Yes,DSL,50.95,No,Yes,Bank transfer (automatic),Yes,0,No,2610.65,Female,52,No
Month-to-month,No,Yes,DSL,48.25,No phone service,No,Mailed check,No,0,No,202.25,Female,4,No
Month-to-month,No,No,Fiber optic,85.3,No,Yes,Credit card (automatic),Yes,0,Yes,4297.95,Male,49,No
Month-to-month,No,No,Fiber optic,100.2,Yes,Yes,Electronic check,Yes,1,Yes,1369.8,Female,14,Yes
Month-to-month,No,No internet service,No,19.65,No,No,Credit card (automatic),Yes,0,No internet service,92.05,Female,5,No
Month-to-month,Yes,No,Fiber optic,71,No,Yes,Electronic check,Yes,0,No,71,Male,1,Yes
Month-to-month,No,No internet service,No,19.6,No,No,Mailed check,Yes,0,No internet service,19.6,Female,1,Yes
Month-to-month,No,No,Fiber optic,85.45,Yes,No,Mailed check,Yes,0,No,85.45,Female,1,Yes
Month-to-month,Yes,Yes,DSL,76.3,No,Yes,Bank transfer (automatic),Yes,0,No,2404.15,Female,32,No
Month-to-month,No,No,DSL,24.45,No phone service,No,Mailed check,No,0,No,24.45,Male,1,Yes
Month-to-month,No,No,Fiber optic,86.30173345,Yes,No,Electronic check,Yes,0,No,372.1039391,Female,4,Yes
Month-to-month,No,No,Fiber optic,85.94776094,Yes,Yes,Electronic check,Yes,0,Yes,3046.989166,Male,34,Yes
Month-to-month,No,No,Fiber optic,78.60520197,No,No,Electronic check,Yes,0,No,190.1989624,Female,2,Yes
Month-to-month,No,No,Fiber optic,77.65212059,Yes,Yes,Electronic check,Yes,0,Yes,3000.807386,Male,41,No
One year,No,Yes,Fiber optic,95.85,No,No,Bank transfer (automatic),Yes,0,No,2475.35,Female,26,No
One year,No,Yes,Fiber optic,100.35,Yes,Yes,Credit card (automatic),Yes,0,Yes,5681.1,Male,58,No
Month-to-month,No,No,Fiber optic,73.76188295,Yes,No,Electronic check,Yes,0,Yes,2151.236572,Male,34,No
One year,No,No,DSL,59.75,No,Yes,Bank transfer (automatic),Yes,0,Yes,1374.35,Male,22,No
Month-to-month,No,No internet service,No,19.5891191,No,No,Mailed check,Yes,0,No internet service,25.58998884,Male,1,Yes
Two year,No,Yes,DSL,92,Yes,Yes,Credit card (automatic),Yes,0,Yes,6782.15,Male,72,No
Month-to-month,No,No internet service,No,20.35,No,No,Mailed check,Yes,0,No internet service,77.5,Female,4,Yes
Month-to-month,No,Yes,DSL,49.15,No,No,Electronic check,Yes,0,No,169.05,Male,3,Yes
One year,No,No,Fiber optic,94.25,No,Yes,Bank transfer (automatic),Yes,0,Yes,4867.95,Male,53,Yes
Month-to-month,No,Yes,DSL,35.75,No phone service,No,Mailed check,No,0,No,961.4,Female,28,No
Month-to-month,No,Yes,DSL,74.65,Yes,No,Bank transfer (automatic),Yes,0,No,3090.65,Female,41,No
Month-to-month,No,No,DSL,46.6,No,No,Bank transfer (automatic),Yes,0,No,87.9,Male,2,No
One year,No,No,Fiber optic,93.55,Yes,No,Electronic check,Yes,0,No,6069.25,Male,65,No
Month-to-month,No,No,Fiber optic,52.51070122,No,No,Electronic check,Yes,0,No,223.2823666,Female,4,Yes
Month-to-month,No,No,Fiber optic,84.172725,Yes,No,Electronic check,Yes,0,Yes,1668.095076,Male,21,No
Month-to-month,No,Yes,DSL,62.1,No,No,Electronic check,Yes,0,No,2096.1,Female,35,No
Two year,Yes,No internet service,No,26.1,Yes,Yes,Mailed check,Yes,0,No internet service,692.55,Female,29,No
Month-to-month,No,No internet service,No,19.45,No,No,Electronic check,Yes,1,No internet service,19.45,Female,1,Yes
One year,Yes,No,DSL,49.55,No,Yes,Mailed check,Yes,0,No,475.7,Male,10,No
Month-to-month,No,No internet service,No,29.9902561,No,No,Mailed check,Yes,0,No internet service,29.9902561,Male,1,Yes
Month-to-month,No,No,Fiber optic,76.26505802,No,No,Electronic check,Yes,0,No,243.4094031,Female,3,Yes
Month-to-month,Yes,No internet service,No,20.45,No,Yes,Electronic check,Yes,0,No internet service,250.8,Male,11,No
One year,No,Yes,Fiber optic,107.45,Yes,No,Bank transfer (automatic),Yes,0,Yes,5680.9,Female,51,No
One year,Yes,No internet service,No,24.45,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,993.15,Female,43,No
Month-to-month,No,Yes,Fiber optic,100.6,Yes,No,Electronic check,Yes,0,Yes,1060.2,Female,10,Yes
One year,No,No,DSL,51.45,No,No,Credit card (automatic),Yes,0,No,727.85,Female,14,No
Month-to-month,No,No,Fiber optic,82.76487058,No,No,Electronic check,Yes,0,No,82.76487058,Male,1,Yes
Month-to-month,No,Yes,Fiber optic,95.75,Yes,Yes,Electronic check,Yes,0,Yes,5742.9,Male,60,Yes
Month-to-month,No,No,Fiber optic,69.60054346,No,No,Electronic check,Yes,0,No,69.60054346,Female,1,Yes
Month-to-month,No,Yes,Fiber optic,102.3273367,Yes,Yes,Electronic check,Yes,0,Yes,5246.442265,Male,52,Yes
Month-to-month,No,No internet service,No,20.2,No,No,Bank transfer (automatic),Yes,0,No internet service,20.2,Female,1,Yes
Two year,Yes,No internet service,No,24.7,Yes,Yes,Mailed check,Yes,0,No internet service,571.75,Female,24,No
Month-to-month,No,Yes,Fiber optic,88.7,Yes,No,Electronic check,Yes,0,Yes,1761.45,Male,20,Yes
Month-to-month,No,Yes,Fiber optic,74.3,No,No,Electronic check,Yes,1,No,940.35,Female,13,Yes
Month-to-month,No,No,Fiber optic,94.35867504,Yes,No,Electronic check,Yes,0,No,900.6013268,Female,10,Yes
One year,Yes,Yes,Fiber optic,113.35,Yes,Yes,Electronic check,Yes,0,Yes,7222.75,Female,64,No
Month-to-month,Yes,No,Fiber optic,85.6,No,Yes,Electronic check,Yes,0,No,1601.5,Male,18,No
Month-to-month,Yes,No,Fiber optic,71.65,No,Yes,Electronic check,Yes,0,No,135.75,Female,2,No
Month-to-month,No,No,DSL,40.05,No phone service,No,Electronic check,No,0,No,162.45,Male,4,No
Month-to-month,No,No internet service,No,20.85,No,No,Electronic check,Yes,0,No internet service,473.9,Male,23,No
Month-to-month,No,Yes,DSL,81.9,No,Yes,Bank transfer (automatic),Yes,0,Yes,2078.55,Female,26,No
Month-to-month,No,No,DSL,54.9,No,No,Electronic check,Yes,0,No,54.9,Female,1,Yes
One year,Yes,No internet service,No,19.9,No,Yes,Electronic check,Yes,0,No internet service,505.45,Male,25,No
Month-to-month,No,No,Fiber optic,42.4273015,Yes,No,Electronic check,Yes,0,Yes,1452.867986,Male,36,Yes
Two year,Yes,Yes,Fiber optic,114.3,Yes,Yes,Credit card (automatic),Yes,0,Yes,8058.55,Male,72,No
Month-to-month,No,No,DSL,41.05,No phone service,Yes,Bank transfer (automatic),No,0,No,2452.7,Male,59,Yes
Month-to-month,No,No,Fiber optic,38.41692524,Yes,No,Electronic check,Yes,0,No,1090.843578,Female,36,No
One year,No,No internet service,No,25.2,Yes,No,Electronic check,Yes,0,No internet service,245.15,Female,11,No
Month-to-month,No,No internet service,No,25,Yes,No,Mailed check,Yes,0,No internet service,25,Male,1,No
One year,No,No internet service,No,19.35,No,No,Mailed check,Yes,0,No internet service,324.8,Male,14,No
One year,No,Yes,DSL,72.35,No,No,Bank transfer (automatic),Yes,0,No,4991.5,Female,67,No
Two year,No,Yes,Fiber optic,94.6,Yes,Yes,Credit card (automatic),Yes,0,Yes,5948.7,Female,64,No
One year,Yes,Yes,DSL,46.4,No phone service,Yes,Credit card (automatic),No,0,Yes,812.4,Male,18,No
Month-to-month,No,No internet service,No,19.4,No,No,Mailed check,Yes,0,No internet service,61.05,Female,2,No
Two year,Yes,No internet service,No,19.75,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1375.4,Female,69,No
Month-to-month,No,Yes,DSL,59.45,No phone service,No,Bank transfer (automatic),No,1,Yes,1884.65,Female,33,No
Two year,Yes,No,DSL,59.5,No,Yes,Mailed check,Yes,0,No,130.5,Male,2,No
Month-to-month,No,No,Fiber optic,83.55,No,No,Electronic check,Yes,0,Yes,1329.15,Female,17,No
Month-to-month,No,No,Fiber optic,94.26842164,Yes,No,Electronic check,Yes,0,No,955.6641239,Female,10,Yes
Month-to-month,No,No,Fiber optic,97.30597912,Yes,Yes,Electronic check,Yes,0,Yes,2383.490349,Male,24,Yes
Two year,No,No internet service,No,19.95,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1234.8,Male,63,No
Two year,Yes,No internet service,No,19.7,No,Yes,Mailed check,Yes,0,No internet service,1275.85,Male,63,No
Month-to-month,No,Yes,Fiber optic,77.92335409,Yes,Yes,Electronic check,Yes,0,Yes,3140.587604,Female,42,Yes
Month-to-month,No,No,Fiber optic,88.60775748,Yes,No,Electronic check,Yes,0,Yes,1533.593519,Male,17,Yes
Month-to-month,No,No internet service,No,25.7,Yes,Yes,Mailed check,Yes,1,No internet service,734.6,Female,28,No
Two year,Yes,No internet service,No,20.45,No,No,Credit card (automatic),Yes,0,No internet service,1024.65,Female,49,No
Month-to-month,No,Yes,Fiber optic,84.8,Yes,No,Bank transfer (automatic),Yes,0,No,3862.55,Female,44,Yes
Month-to-month,No,No,DSL,45.7,No phone service,No,Electronic check,No,1,Yes,198,Female,5,Yes
Month-to-month,No,No,Fiber optic,69.35,No,Yes,Electronic check,Yes,1,No,341.6,Female,5,No
Month-to-month,No,No,Fiber optic,73.85,No,No,Electronic check,Yes,0,No,4092.85,Female,56,Yes
Month-to-month,Yes,No,Fiber optic,69.1,No,Yes,Mailed check,Yes,0,No,69.1,Female,1,Yes
One year,No,No internet service,No,20.4,No,Yes,Credit card (automatic),Yes,0,No internet service,482.8,Female,24,No
Two year,No,Yes,DSL,74.45,No,No,Mailed check,Yes,0,Yes,3510.3,Female,47,No
Month-to-month,No,No internet service,No,19.95,No,No,Electronic check,Yes,0,No internet service,19.95,Male,1,Yes
Month-to-month,No,No,DSL,44.97052337,No,No,Electronic check,Yes,0,No,44.97052337,Male,1,Yes
Two year,Yes,Yes,Fiber optic,116.05,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,8297.5,Male,71,No
Two year,No,Yes,DSL,86.55,Yes,No,Credit card (automatic),Yes,0,Yes,5632.55,Male,64,No
Month-to-month,No,No,Fiber optic,93.5,Yes,No,Electronic check,Yes,0,No,362.2,Female,4,Yes
Month-to-month,No,Yes,Fiber optic,99.05,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,2952.85,Female,29,Yes
Month-to-month,No,No,Fiber optic,86.05,No,Yes,Electronic check,Yes,0,Yes,1818.9,Female,21,No
Two year,No,Yes,Fiber optic,115.05,Yes,No,Credit card (automatic),Yes,0,Yes,8405,Female,72,No
One year,Yes,No,Fiber optic,82.05,Yes,Yes,Mailed check,Yes,0,No,4029.95,Female,48,Yes
Two year,Yes,No internet service,No,25,Yes,No,Mailed check,Yes,0,No internet service,1004.35,Male,39,No
Month-to-month,No,No,Fiber optic,89.75,No,Yes,Bank transfer (automatic),Yes,1,Yes,1938.9,Male,22,No
One year,No,No,Fiber optic,103.15,Yes,Yes,Electronic check,Yes,0,Yes,4594.65,Female,46,No
Month-to-month,No,No,Fiber optic,81.5,No,Yes,Bank transfer (automatic),Yes,1,No,1329.2,Male,17,Yes
Month-to-month,No,No,Fiber optic,86.15854429,Yes,Yes,Electronic check,Yes,0,Yes,3929.418963,Female,45,No
Month-to-month,No,Yes,DSL,55.1,No,No,Mailed check,Yes,0,No,113.35,Male,2,Yes
One year,Yes,No,Fiber optic,91.35,Yes,Yes,Electronic check,Yes,0,No,5764.7,Male,63,No
Month-to-month,No,No,Fiber optic,40.80994658,Yes,No,Electronic check,Yes,0,No,388.0638415,Female,14,Yes
Month-to-month,No,Yes,Fiber optic,105.55,Yes,Yes,Electronic check,Yes,0,Yes,6281.45,Male,61,Yes
Month-to-month,No,No,Fiber optic,87.3,No,No,Electronic check,Yes,1,No,1637.3,Male,19,No
Month-to-month,No,No,Fiber optic,83.93676633,No,No,Electronic check,Yes,0,No,178.9216681,Female,2,Yes
Month-to-month,No,No,Fiber optic,88.9729504,Yes,No,Electronic check,Yes,0,Yes,2303.011807,Male,25,No
Month-to-month,No,No,Fiber optic,54.72756702,Yes,No,Electronic check,Yes,0,Yes,1089.935442,Female,21,Yes
One year,No,No,Fiber optic,101.5,Yes,Yes,Credit card (automatic),Yes,1,Yes,5373.1,Female,54,Yes
Month-to-month,No,No,Fiber optic,67.41427907,No,No,Electronic check,Yes,0,No,446.5197674,Female,6,Yes
Month-to-month,No,No,Fiber optic,75.05,Yes,No,Credit card (automatic),Yes,1,No,256.25,Female,3,Yes
Two year,Yes,No internet service,No,19.7,No,Yes,Mailed check,Yes,0,No internet service,263.65,Female,14,No
Month-to-month,No,No,DSL,35.1,No phone service,Yes,Mailed check,No,0,No,101.1,Male,3,No
Month-to-month,No,No,Fiber optic,79.8,Yes,No,Electronic check,Yes,0,No,1001.2,Female,12,No
Month-to-month,No,No,Fiber optic,79.45,Yes,No,Electronic check,Yes,0,No,145.15,Male,2,No
Month-to-month,Yes,No,Fiber optic,73.25,No,Yes,Bank transfer (automatic),Yes,0,No,1195.75,Female,16,No
Month-to-month,No,No,Fiber optic,80.78352724,Yes,No,Electronic check,Yes,0,No,948.2935614,Female,12,Yes
One year,No,Yes,Fiber optic,113.3,Yes,Yes,Mailed check,Yes,0,Yes,5032.25,Female,45,No
Month-to-month,No,No,Fiber optic,89.9,Yes,No,Credit card (automatic),Yes,0,No,2723.15,Male,30,No
Month-to-month,No,No,Fiber optic,85.6,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,4902.8,Female,56,No
Month-to-month,Yes,No,Fiber optic,99.15,Yes,Yes,Electronic check,Yes,0,Yes,6010.05,Female,61,Yes
Month-to-month,No,No,DSL,73.05,No,Yes,Electronic check,Yes,0,Yes,1959.5,Female,26,No
Two year,Yes,No internet service,No,20.3,No,Yes,Mailed check,Yes,0,No internet service,1079.05,Female,55,No
Month-to-month,No,No,Fiber optic,71.1,No,No,Mailed check,Yes,0,No,71.1,Female,1,No
Month-to-month,No,No,Fiber optic,75.8,No,No,Electronic check,Yes,0,No,75.8,Female,1,Yes
Month-to-month,No,Yes,Fiber optic,95.5,No,Yes,Credit card (automatic),Yes,1,Yes,181.65,Male,2,No
Two year,No,Yes,DSL,90.05,Yes,Yes,Credit card (automatic),Yes,1,Yes,6333.4,Male,70,No
One year,No,Yes,Fiber optic,107.7784051,Yes,Yes,Electronic check,Yes,0,Yes,6269.260376,Male,58,Yes
Month-to-month,No,No,Fiber optic,74.85,Yes,No,Mailed check,Yes,1,No,156.4,Male,2,Yes
Month-to-month,Yes,No,DSL,45.65,No,No,Credit card (automatic),Yes,0,No,747.2,Male,18,No
Month-to-month,No,No internet service,No,19.95,No,No,Mailed check,Yes,0,No internet service,19.95,Male,1,No
One year,Yes,Yes,DSL,59.1,No,Yes,Bank transfer (automatic),Yes,0,No,4134.7,Female,69,No
Two year,No,Yes,DSL,54.15,Yes,No,Credit card (automatic),Yes,0,No,3116.15,Male,59,No
Month-to-month,No,No,Fiber optic,99.35728328,No,No,Electronic check,Yes,0,No,426.8769094,Female,4,Yes
Two year,Yes,Yes,DSL,84.75,No,Yes,Mailed check,Yes,0,Yes,2839.45,Female,34,No
Month-to-month,No,Yes,Fiber optic,100.15,Yes,No,Bank transfer (automatic),Yes,0,Yes,1164.3,Female,12,Yes
Month-to-month,No,No,Fiber optic,80.65,No,No,Electronic check,Yes,0,Yes,144.15,Female,2,Yes
Month-to-month,No,No,DSL,47.47921152,No,No,Electronic check,Yes,0,No,47.47921152,Male,1,Yes
One year,No,Yes,DSL,64.9,No,No,Credit card (automatic),Yes,0,No,697.25,Female,11,No
Month-to-month,No,No internet service,No,20.85,No,Yes,Mailed check,Yes,0,No internet service,72,Female,3,No
Two year,No,Yes,DSL,56.6,No phone service,Yes,Bank transfer (automatic),No,0,Yes,3789.2,Male,66,No
Two year,Yes,Yes,Fiber optic,114.7,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,7849.85,Male,68,No
Month-to-month,No,No,Fiber optic,93.85,Yes,No,Electronic check,Yes,0,Yes,93.85,Female,1,Yes
Month-to-month,No,No,Fiber optic,67.12906558,Yes,No,Electronic check,Yes,0,Yes,1441.591523,Male,31,Yes
One year,No,No,DSL,59.9,No,No,Electronic check,Yes,0,No,1654.7,Female,28,No
Month-to-month,No,Yes,Fiber optic,103.85,Yes,No,Electronic check,Yes,0,Yes,4946.05,Female,48,No
One year,No,No internet service,No,23.75,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1446.8,Male,62,No
One year,Yes,No internet service,No,20.8,No,Yes,Credit card (automatic),Yes,0,No internet service,469.65,Male,24,No
Month-to-month,No,No,DSL,45.12707544,No,No,Electronic check,Yes,0,No,45.12707544,Male,1,Yes
Month-to-month,No,No,Fiber optic,90,Yes,No,Credit card (automatic),Yes,0,Yes,1527.35,Female,18,Yes
Two year,Yes,No internet service,No,24.55,Yes,Yes,Mailed check,Yes,0,No internet service,1331.05,Male,52,No
Month-to-month,No,No,Fiber optic,56.24001016,No,No,Electronic check,Yes,0,No,227.3873697,Female,4,No
Month-to-month,No,No,Fiber optic,95.15,Yes,No,Electronic check,Yes,0,Yes,1780.942846,Male,18,Yes
Month-to-month,No,No,Fiber optic,79.68410204,No,No,Electronic check,Yes,0,No,271.0352098,Female,3,Yes
Month-to-month,No,No,DSL,50.55,No,No,Bank transfer (automatic),Yes,0,No,244.75,Female,5,No
Month-to-month,Yes,No internet service,No,20,No,Yes,Electronic check,Yes,0,No internet service,20,Female,1,No
One year,Yes,No,DSL,49.7,No,Yes,Bank transfer (automatic),Yes,0,No,2961.4,Female,61,No
One year,No,Yes,Fiber optic,99.85,No,No,Electronic check,Yes,1,Yes,3343.15,Male,34,No
Month-to-month,No,No,Fiber optic,79.65,Yes,No,Mailed check,Yes,0,No,604.7,Female,7,Yes
Month-to-month,No,No,Fiber optic,75.4,Yes,Yes,Electronic check,Yes,0,No,1189.4,Male,16,No
Month-to-month,No,No internet service,No,21.42035915,No,No,Mailed check,Yes,0,No internet service,21.42035915,Male,1,No
Month-to-month,Yes,No,DSL,48.8,Yes,Yes,Electronic check,Yes,0,No,349.8,Female,7,No
Month-to-month,Yes,No,Fiber optic,99.35,Yes,Yes,Electronic check,Yes,0,Yes,4749.15,Male,47,Yes
Month-to-month,No,No,Fiber optic,59.61273963,No,No,Electronic check,Yes,0,No,231.1752505,Female,4,Yes
One year,No,No,Fiber optic,100.25,Yes,Yes,Electronic check,Yes,1,Yes,4753.85,Female,46,No
Month-to-month,No,No,Fiber optic,79.2,No,No,Credit card (automatic),Yes,1,No,3233.85,Female,40,Yes
Month-to-month,Yes,No,Fiber optic,99.15,No,No,Credit card (automatic),Yes,0,Yes,6171.2,Male,64,No
Two year,Yes,Yes,DSL,81,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,4976.15,Male,61,No
Month-to-month,No,No,Fiber optic,104.9776519,Yes,No,Electronic check,Yes,0,Yes,3641.418606,Male,34,Yes
Month-to-month,No,Yes,Fiber optic,113.7364688,Yes,No,Electronic check,Yes,0,Yes,4504.232164,Female,40,Yes
Month-to-month,No,No,Fiber optic,86.85,Yes,Yes,Electronic check,Yes,0,Yes,1564.4,Female,19,No
One year,Yes,No,DSL,44.6,No,No,Mailed check,Yes,0,No,681.4,Male,17,No
One year,No,No,Fiber optic,97.8,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,5458.8,Female,58,No
Two year,Yes,Yes,Fiber optic,109.75,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,4900.65,Male,45,No
Month-to-month,No,No,Fiber optic,80.55,No,Yes,Electronic check,Yes,0,Yes,80.55,Male,1,Yes
One year,No,No,DSL,70.8,No,Yes,Credit card (automatic),Yes,0,Yes,4448.8,Male,63,No
Two year,No,Yes,DSL,66.5,No,No,Credit card (automatic),Yes,0,No,2762.75,Female,42,No
Month-to-month,No,No,Fiber optic,60.46864706,No,No,Electronic check,Yes,0,No,272.1432287,Male,3,No
Month-to-month,Yes,No,Fiber optic,74.9,No,No,Bank transfer (automatic),Yes,0,No,2068.55,Male,28,Yes
Month-to-month,No,Yes,DSL,30.4,No phone service,No,Electronic check,No,1,No,78.65,Female,2,Yes
Month-to-month,No,No,Fiber optic,71.5148961,No,No,Electronic check,Yes,0,No,71.5148961,Female,1,Yes
Month-to-month,No,No internet service,No,20.35,No,No,Mailed check,Yes,0,No internet service,20.35,Female,1,No
Two year,No,Yes,Fiber optic,104.3,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,7188.5,Female,70,No
Month-to-month,No,Yes,DSL,41.1,No phone service,No,Bank transfer (automatic),No,0,No,1597.05,Female,39,No
One year,No,Yes,DSL,71.7,Yes,Yes,Bank transfer (automatic),Yes,1,No,1497.05,Female,21,No
Month-to-month,No,No,Fiber optic,88.15,No,Yes,Electronic check,Yes,0,Yes,1390.6,Female,15,Yes
Month-to-month,Yes,Yes,DSL,80.1,Yes,Yes,Credit card (automatic),Yes,0,Yes,2211.8,Male,29,No
Month-to-month,No,No,DSL,46.76025705,No,No,Electronic check,Yes,0,No,64.67953004,Female,1,Yes
Month-to-month,No,No,Fiber optic,78.1,No,No,Bank transfer (automatic),Yes,0,No,947.3,Female,12,Yes
Month-to-month,No,Yes,Fiber optic,101.95,Yes,Yes,Electronic check,Yes,1,Yes,700.85,Male,7,Yes
Month-to-month,No,Yes,Fiber optic,115.65,Yes,No,Electronic check,Yes,0,Yes,5125.5,Female,45,No
Month-to-month,No,No,DSL,54.65,No,No,Bank transfer (automatic),Yes,1,No,1830.1,Female,32,No
Month-to-month,No,No internet service,No,21.56000776,No,No,Mailed check,Yes,0,No internet service,21.56000776,Male,1,Yes
Month-to-month,No,No,Fiber optic,89.66880874,Yes,Yes,Electronic check,Yes,0,Yes,2442.375075,Male,28,Yes
Month-to-month,No,No,DSL,49.45,No,No,Mailed check,Yes,0,No,799,Male,16,No
Month-to-month,No,No,Fiber optic,64.05052108,No,No,Electronic check,Yes,0,No,491.1385922,Female,8,No
One year,No,No,DSL,56.45,No phone service,No,Electronic check,No,1,Yes,3985.35,Male,71,No
Month-to-month,No,No,Fiber optic,90.65,Yes,Yes,Electronic check,Yes,0,No,5931,Male,65,No
One year,No,No internet service,No,20.55,No,No,Electronic check,Yes,0,No internet service,1343.4,Female,67,No
Two year,Yes,No internet service,No,19.75,No,Yes,Credit card (automatic),Yes,0,No internet service,1311.6,Female,61,No
Month-to-month,No,No,Fiber optic,89,No,Yes,Mailed check,Yes,0,Yes,1820.45,Male,20,Yes
Month-to-month,No,No,Fiber optic,89.27400405,Yes,No,Electronic check,Yes,0,Yes,1737.501322,Male,19,Yes
